Cod_Loc,IdProvincia,IdDepartamento,Observaciones,Categor�a,Provincia,Departamento,Localidad,Nombre,Direcci�n,Piso,Cod_postal,Cod_area,Telefono,Mail,Web,Latitud,Longitud,TipoLatitudLongitud,Fuente,Tipo_gestion,hora_apertura,hora_cierre
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro El Extranjero,Valent�n G�mez 3380,P.B.,1191,11,48627400,elextranjero@elextranjeroteatro.com,www.elextranjeroteatro.com,-34.60520000,-58.41302000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,16,22
82042290,82,82042,,Salas de Teatro,Santa Fe,General Lopez,Venado Tuerto,Teatro Malandra,Col�n 785 ,P.B.,2600,3462,341123,grupoteatrolibre@gmail.com,www.grupoteatrolibre.blogspot.com.ar,-33.74122000,-61.97014000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Umbral espacio de arte,D�az V�lez 3980,s/d,s/d,s/d,s/d,s/d,www.umbralespaciodearte.com,-34.60860000,-58.42262000,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,15,23
50007010,50,50007,,Salas de Teatro,Mendoza,Capital,Mendoza,Arena Maipu,Emilio Civit y Maza,s/d,5500,261,4976919,info@arenamaipu.com.ar,www.arenamaipu.com,-32.97707000,-68.79840000,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,16,21
14119090,14,14119,,Salas de Teatro,C�rdoba,Rio Segundo,Laguna Larga,Centro Cultural Municipal Victoriano Pugli�,Avenida Gral. Paz 562,s/d,s/d,3572,480101,intendencia@lagunalarga.gov.ar,www.lagunalarga.gov.ar,-31.77718000,-63.80399000,Aproximada,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,19,21
06511020,06,06511,,Salas de Teatro,Buenos Aires,Maip�,Maip�,Cine Teatro Sociedad Italiana ,Rivadavia 555,s/d,5515,2268,421649,italisoc@yahoo.com.ar,s/d,-36.86167990,-57.88260310,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,15,21
06441030,06,06441,,Salas de Teatro,Buenos Aires,La Plata,La Plata,El Bombin Teatro,Calle 59 n� 886,s/d,1900,221,4212920,el-bombin@hotmail.com,s/d,-34.92538500,-57.94855900,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,15,21
38021060,38,38021,,Salas de Teatro,Jujuy,Dr. Manuel Belgrano,San Salvador de Jujuy,Escuela Secundario de Arte N� 42 ,Arroyo Colorado y La Quiaca,s/d,4600,388,4173400,colesecuarte42@hotmail.com,s/d,-24.18441390,-65.30399867,Localidad,UNJu / Relevamiento 2017,P�blico,18,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio Zukric,Presidente Per�n 4033,s/d,s/d,11,48672572,clases@zukric.com,s/d,-34.64995000,-58.47029000,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,18,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Mueca Teatro,Cabrera 4255 ,P.B.,s/d,11,48672155,Eclamuecateatro@gmail.com,s/d,-34.59503000,-58.42505000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,17,23
22021010,22,22021,,Salas de Teatro,Chaco,Comandante Fernandez,Roque Saenz Pe�a,La Usina,Ruta 16 Frente Polit�cnica Juan XXIII (Colectora Sur),s/d,3700,373,2422797,usinaespacio@gmail.com,www.lausinateatro.blogspot.com.ar,-26.80086200,-60.45928200,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Machado Teatro,Antonio Machado 617,P.B.,1405,11,49824922,machado617@gmail.com,www.machadoteatro.com.ar,-34.60641000,-58.44050000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,21
14175110,14,14175,,Salas de Teatro,C�rdoba,Tulumba,Villa Tulumba,Sal�n Parroquial,Mario Enrique Flores s/n,s/d,s/d,352,1410322,turismo@tulumba.gov.ar,s/d,-30.39748156,-64.12317716,Localidad,�rea Artes Esc�nicas de la Prov. de C�rdoba ,Privado,17,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Sr. Duncan Multiespacio Cultural,"Av Rivadavia 3832",s/d,s/d,11,49583633,seniorduncan@gmail.com,s/d,-34.61136597,-58.42009662,Precisa,Data Cultura /2021,Privado,15,21
14140030,14,14140,,Salas de Teatro,C�rdoba,San Justo,Arroyito,Teatrillo Municipal,Ruta Nacional N� 19 (ex predio del FFCC),s/d,s/d,357,6424400,vivi_samsam@hotmail.com,s/d,-31.41939087,-63.05034441,Localidad,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,16,23
06756010,06,06756,,Salas de Teatro,Buenos Aires,San Isidro,Mart�nez,Teatro de la Media Legua,Arist�bulo del Valle 199,s/d,1640,11,30258511,teatromedialegua@gmail.com,www.medialeguateatro.com.ar,-34.48650500,-58.49988700,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,18,23
38021060,38,38021,,Salas de Teatro,Jujuy,Dr. Manuel Belgrano,San Salvador de Jujuy,Teatro El Pasillo,Jos� de la Iglesia 1190,2�,4600,388,4329103,teatroelpasillo@gmail.com,www.teatroelpasillo.blogspot.com.ar,-24.19085500,-65.30471600,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro Eureka,"Av Corrientes 4269",1�,s/d,11,62316194,quierohacerteatro@gmail.com,www.quierohacerteatro.com.ar,-34.60273000,-58.42502000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,22
30015060,30,30015,,Salas de Teatro,Entre R�os,Concordia,Concordia,Teatro La Cigarrera,Av. San Lorenzo 206,s/d,3200,345,4310610,lacigarreracultural@gmail.com,s/d,-31.38593700,-58.01179300,Precisa,INT / Relevamiento 2017,Privado,15,21
14063170,14,14063,,Salas de Teatro,C�rdoba,Marcos Juarez,Los Surgentes,Teatro Municipal Cuarta Pared,Gral. L�pez 180,s/d,2581,3467,495722,andresalomone@hotmail.com,s/d,-32.98508000,-62.02615000,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,17,21
06805010,06,06805,,Salas de Teatro,Buenos Aires,Tigre,Tigre,Teatro Nini Marshall,Peru 1401,s/d,1648,11,40026002,info@teatroninimarshall.com.ar,www.teatroninimarshall.com.ar,-34.42010400,-58.57435600,Precisa,AADET ,Privado,15,21
30084160,30,30084,,Salas de Teatro,Entre R�os,Parana,Paran�,Arteatro,Tucum�n 378,s/d,3100,343,5124717,gallegojuancarlos47@hotmail.com,s/d,-31.72599980,-60.53335388,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Centro Cultural El Deseo,Saavedra 569 ,1�,1269,11,49414954,cceldeseo@gmail.com,s/d,-34.61632676,-58.40289149,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,22
14021290,14,14021,,Salas de Teatro,C�rdoba,Colon,Villa Allende,El Mandarino Espacio Teatral,Mariano Moreno 270,s/d,5105,354,602140,elmandarinoteatro@gmail.com,s/d,-31.29219100,-64.30066750,Precisa,Relevamiento 2017,Privado,18,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Popular,Chile 2080,s/d,1227,11,20518438,info@teatroelpopular.com.ar,www.teatroelpopular.com,-34.61729576,-58.39564353,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,22
06490010,06,06490,,Salas de Teatro,Buenos Aires,Lomas de Zamora,Lomas de Zamora,Espacio Asterisco,Gral. Levalle 1293,s/d,1832,11,35326266,asterisco.espacio@gmail.com,s/d,-34.74667000,-58.38618000,Precisa,Secretaria de Cultura Lomas de Zamora / Relevamiento 2017,Privado,17,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio Gad�,"Av San Juan  3852  ",s/d,1237,11,41582397,espaciogadi@gmail.com,s/d,-34.62606824,-58.41950616,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Grupo de Teatro Comunitario El �pico de Floresta,Gaona 4660,s/d,1405,11,45021644,elepicodefloresta@yahoo.com.ar,www.elepicodefloresta.com.ar,-34.62735000,-58.48816000,Precisa,Programa Programa Puntos de Cultura / Relevamiento / SInCA ,Privado,19,22
06091010,06,06091,,Salas de Teatro,Buenos Aires,Berazategui,Berazategui,Indigo,Calle 144 n� 1536,s/d,1884,11,64642768,indigoesteatro@gmail.com,s/d,-34.76524000,-58.21228000,Precisa,Plan Podesta 2020 / Fondo Desarrollar 2020/Relevamiento SINCA,Privado,18,22
14014010,14,14014,,Salas de Teatro,C�rdoba,Capital,Cordoba,La Nave Esc�nica,Ovidio Lagos 578,P.B.,5000,351,4241100,lanaveescenica@gmail.com,s/d,-31.41205000,-64.17321000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Sede Teatro,Sarmiento 1495,s/d,1414,11,53442272,lasedeteatro@gmail.com,www.lasedeteatro.com,-34.60533069,-58.38776061,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,21
06756010,06,06756,,Salas de Teatro,Buenos Aires,San Isidro,San Isidro,Piropearte Espacio de Arte,Liniers 365,s/d,1642,11,47070169,piropiarte@gmail.com,http://www.piropiarte.com.ar/?fbclid=IwAR1g9zCBV-jQEjAwlxMf8OdSa4ex8sAcnTvutuL0ypTCZR8DtVuNSm12Om0,-34.46797000,-58.52427000,Precisa,Fondo Desarrollar 2020,Privado,19,22
06490010,06,06490,,Salas de Teatro,Buenos Aires,Lomas de Zamora,Lomas de Zamora,Teatro del Municipio de Lomas de Zamora,Manuel Castro 262,s/d,1832,11,20684747,culturamlz@gmail.com ,www.lomasdezamora.gov.ar,-34.75708729,-58.40345394,Precisa,Secretaria de Cultura Lomas de Zamora / Relevamiento 2017,P�blico,18,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro El Damero,Dean Funes 506 ,P.B.,1231,11,20602278,hogallardo@gmail.com,www.teatroeldamero.com,-34.61645960,-58.40679529,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro Picadero,Pasaje Enrique Santos Disc�polo 1857,P.B.,1051,11,51995793,info@teatropicadero.com.ar,www.teatropicadero.com.ar,-34.60371400,-58.39310600,Precisa,AADET /Proteatro 2017,Privado,15,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Usina del Arte,Agustin R. Caffarena 1,s/d,s/d,11,41145791,info@usinadelarte.org,www.buenosaires.gob.ar/usinadelarte,-34.62884000,-58.35695000,Precisa,Alternativa Teatral / Relevamiento 2017,P�blico,15,23
06035010,06,06035,,Salas de Teatro,Buenos Aires,Avellaneda,Avellaneda,Asociaci�n Mutual de Mujeres Afro de Avellaneda y zona sur,Col�n entre Berutti y Espa�a,s/d,1870,11,20596297,viviparody@yahoo.com.ar,s/d,-34.66340000,-58.37125700,Aproximada,Programa Puntos de Cultura / Relevamiento,Privado,17,23
06357110,06,06357,,Salas de Teatro,Buenos Aires,General Pueyrredon,Mar del Plata,Circo La Audacia,Roca 3558,P.B.,7600,223,5134910,circolaaudacia@gmail.com,www.laaudacia.com.ar,-38.00730900,-57.56691400,Precisa,Relevamiento 2017,Privado,18,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Estepario ,Medrano 484,1�,1179,11,55916879,elesteparioteatro@gmail.com,s/d,-34.60527000,-58.42126000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Galp�n de Guevara,Guevara 326,P.B.,1427,11,45544588,galpondeguevara@gmail.com,www.galpondeguevara.com.ar,-34.58733000,-58.44950510,Precisa,Proteatro 2017 / Relevamiento 2017,Privado,17,23
50007010,50,50007,,Salas de Teatro,Mendoza,Capital,Mendoza,El Galp�n Espacio Cultural,Hudson 250,s/d,5500,261,5341555,gabybizon@yahoo.com.ar,s/d,-32.86613110,-68.83634020,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,22
58035100,58,58035,,Salas de Teatro,Neuqu�n,Confluencia,Plottier,El Zaguan Cine Teatro,Av.San Mart�n 239,s/d,8316,299,4652840,junoculturalplottier@gmail.com,s/d,-38.95134000,-68.22593100,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Escuela Del Rev�s,Patron� 6985,s/d,s/d,s/d,s/d,escueladelreves@gmail.com,s/d,-34.65108524,-58.51893611,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,17,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio La Veredita,Yatay 112,s/d,s/d,11,49836468,adrianagaribaldi@yahoo.com.ar,s/d,-34.61302000,-58.42854000,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,15,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio Tole Tole Teatro,Pasteur 683,P.B.,1028,11,39724042,espaciotoletole@gmail.com,www.espaciotoeltole.com.ar,-34.60144000,-58.39974000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,16,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio Utaki,Garibaldi 1675,s/d,s/d,s/d,s/d,espacio.utaki@gmail.com,www.espacioutaki.com,-34.64161000,-58.36267000,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,16,23
14014010,14,14014,,Salas de Teatro,C�rdoba,Capital,Cordoba,La Balsa,Mariano Fragueiro 395,s/d,5000,351,3090828,abalsaespacio@gmail.com,s/d,-31.40871886,-64.19194583,Precisa,Dir. Emprendimientos Creativos Ciudad de CBA ,Privado,16,22
58035070,58,58035,,Salas de Teatro,Neuqu�n,Confluencia,Neuquen,Sala Teatristas Neuquinos Asociados - Te.Ne.As -,O. Leguizamon 1701,P.B.,8300,,s/d,teatristasnqn@yahoo.com.ar,www.teneas.blogspot.com.ar,-38.97901131,-68.06815624,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,21
14035040,14,14035,,Salas de Teatro,C�rdoba,General Roca,Huinca Renanco,Sal�n de la Secretar�a de Cultura,Santa Fe y San Mart�n,s/d,s/d,2336,4942395,s/d,s/d,-34.83972512,-64.37248768,Localidad,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,17,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro Buenas Artes,Guatemala 4484,P.B.,1425,11,35312193,teatrobuenasartes@gmail.com,www.bsartes.com.ar,-34.58799000,-58.42248000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,23
86049110,86,86049,,Salas de Teatro,Santiago del Estero,Capital,Santiago del Estero,Teatro La Casa,San Lorenzo 2723,s/d,4200,s/d,s/d,s/d,s/d,-27.80136200,-64.25722270,Precisa,Relevamiento 2017,Privado,16,23
14091040,14,14091,,Salas de Teatro,C�rdoba,Punilla,Capilla del Monte,Viva Falucho,Falucho 153,s/d,5184,354,570653,vivafalucho@gmail.com,s/d,-30.86119000,-64.52044000,Precisa,Relevamiento 2017,Privado,16,23
22140060,22,22140,,Salas de Teatro,Chaco,San Fernando,Resistencia,Artes del Movimiento,A. J. J. Castelli 191,s/d,3500,362,4741642,artesdelmovimiento@yahoo.com.ar,s/d,-27.45905000,-58.99195000,Precisa,Relevamiento 2017,Privado,15,21
06490010,06,06490,,Salas de Teatro,Buenos Aires,Lomas de Zamora,Lomas de Zamora,"Casa Taller El Guti�rrez",Ar�oz 681,s/d,1832,11,39233674,elgutierrezcasataller@yahoo.com.ar,www.elgutierrez.com.ar,-34.73525000,-58.40441000,Precisa,Secretaria de Cultura Lomas de Zamora / Relevamiento 2017,Privado,16,21
06371010,06,06371,,Salas de Teatro,Buenos Aires,General San Mart�n,General San Martin,Entelar Espacio,Marengo 3294,s/d,1650,11,47382299,entelarespacio@gmail.com,s/d,-34.56052348,-58.54235185,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,18,22
14014010,14,14014,,Salas de Teatro,C�rdoba,Capital,Cordoba,Espacio Ramona,Per� 766,s/d,5000,351,3898496,espacioramonainfo@gmail.com,s/d,-31.42710600,-64.19918924,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Fandango Teatro,Luis Viale 108,s/d,s/d,11,59764525,fandangoteatro@gmail.com,s/d,-34.60233000,-58.44403000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,22
38035040,38,38035,,Salas de Teatro,Jujuy,Ledesma,Calilegua,INTI Espacio Cultural,Paterson s/n entre Belgrano y 9 de Julio,s/d,s/d,388,5063696,caminoacalilegua@gmail.com,s/d,-23.77651400,-64.76949800,Aproximada,UNJu / Relevamiento 2017,Privado,19,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Gloria Espacio Teatral,Yatay 890,P.B.,s/d,11,35274420,lagloriaespacioteatral@gmail.com,www.lagloriateatral.com,-34.60132000,-58.42851000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,16,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Lunares Teatro,Humahuaca 4027,s/d,1427,11,48673105,lalunaresteatro@gmail.com,www.lalunares.com.ar,-34.60180000,-58.42119000,Precisa,Proteatro 2017 / Relevamiento 2017,Privado,19,21
82084270,82,82084,,Salas de Teatro,Santa Fe,Rosario,Rosario,La Macbeth Colectivo de Artistas,Salta 1354 ,P.A.,2000,314,6128473,lamacbethrosario@gmail.com,s/d,-32.93878524,-60.63987649,Precisa,Escena Santafesina / Relevamiento 2017,Privado,19,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Laboratorio Marte,Ar�valo 1473,s/d,s/d,11,56099804,infolaboratoriomarte@gmail.com,s/d,-34.58302922,-58.44260810,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,19,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Moscu Teatro,Camargo 506,1�,1414,11,20743718,moscuteatro@gmail.com,www.moscuteatro.com.ar,-34.60055000,-58.44001000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,23
14091070,14,14091,,Salas de Teatro,C�rdoba,Punilla,Cosquin,Teatro Alma Encantada,Pedro Ortiz  781,s/d,5166,s/d,s/d,s/d,www.escuelaelalmaencantada.blogspot.com.ar,-31.24241300,-64.46260800,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,21
06035010,06,06035,,Salas de Teatro,Buenos Aires,Avellaneda,Avellaneda,Teatro de la Cuadra,French 84,s/d,1870,11,42299068,juan@teatrodelacuadra.com.ar,www.teatrodelacuadra.com.ar,-34.66032000,-58.36565000,Precisa,INT / Relevamiento 2017,Privado,19,23
14140350,14,14140,,Salas de Teatro,C�rdoba,San Justo,Sacanta,Centro Cultural Municipal,25 de Mayo 292,s/d,s/d,3533,492250,s/d,s/d,-31.66304000,-63.04701000,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,15,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Columbia Teatro ,"Av Corrientes 1537",P.B.,s/d,11,43716086,Claudiosalama@hotmail.com ,s/d,-34.60405776,-58.38848730,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio S�smico,Lavalleja 960,s/d,s/d,11,47763490,espaciosismico@gmail.com,www.espaciosismico.com,-34.59766000,-58.42939000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,16,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Mansi�n Fabrica de Arte,Bartolom� Mitre 1192,s/d,s/d,11,43814916,lamansionarte@gmail.com,s/d,-34.60750675,-58.38335346,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,19,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Pausa Teatral,"Av Corrientes 4521",s/d,1195,11,51232030,hola@lapausateatral.com.ar,www.lapausateatral.com.ar,-34.60227885,-58.42894207,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,22
06410010,06,06410,,Salas de Teatro,Buenos Aires,Ituzaing�,Ituzaingo,Mandala Espacio de Arte,M. R. Fragio 375,s/d,1714,11,46246613,mandalamoviliza@gmail.com,s/d,-34.65697000,-58.67023000,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,15,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio Punto Arte,Cnel Esteban Bonorino  274,s/d,s/d,s/d,s/d,espaciopuntoarte@gmail.com,www.espaciopuntoarte.com.ar,-34.63113000,-58.45819000,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,17,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Roseti,Roseti 722,s/d,s/d,11,51790527,rosetiespacio@gmail.com,s/d,-34.58321000,-58.45320000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,21
18105030,18,18105,,Salas de Teatro,Corrientes,Mercedes,Mercedes,Teatro Municipal Cervantes ,Av. San Mart�n 990,s/d,6600,s/d,s/d,s/d,s/d,-29.18349404,-58.07634906,Precisa,Programa Puntos de Cultura / Relevamiento,P�blico,16,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio 33,Treinta y Tres Orientales 1119,s/d,s/d,11,20884456,33espacio@gmail.com,s/d,-34.62803652,-58.42253135,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Sala Crash,Uriarte 1271,s/d,s/d,s/d,53765973,Salacrash@Gmail.Com Barreda.Claudio@Hotmail.Com.Ar,,-34.58986000,-58.43552000,Precisa,Data Cultura /2021,Privado,19,22
54084030,54,54084,,Salas de Teatro,Misiones,Montecarlo,Montecarlo,Vortix Espacio Creativo Independiente,Avenida Libertador y Rivadavia,s/d,s/d,-3751,49 3839,s/d,s/d,-26.56617649,-54.76142674,Localidad,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,23
82084270,82,82084,,Salas de Teatro,Santa Fe,Rosario,Rosario,Laboratorio Quetral,Entre Rios 3484,P.B.,2000,341,6360287,casalaboratorioquetral@gmail.com,s/d,-32.97717240,-60.64890023,Precisa,Escena Santafesina / Relevamiento 2017,Privado,15,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Sala de M�quinas,Lavalle 1145,Subsuelo,1106,11,68611202,demaquinas.sala@gmail.com,s/d,-34.60193570,-58.37023670,Precisa,Proteatro 2017 / Relevamiento 2017,Privado,15,21
14014010,14,14014,,Salas de Teatro,C�rdoba,Capital,Cordoba,Sala Sebastiana Teatro,Gral. Araoz de Lamadrid 55,s/d,5000,351,7061000,unmillondeviajesalsol@gmail.com,s/d,-31.41391000,-64.15991000,Precisa,Dir. Emprendimientos Creativos Ciudad de CBA ,Privado,19,22
06413050,06,06413,,Salas de Teatro,Buenos Aires,Junin,Junin,Sala Teatro de T�teres Cubana Argentina,Lavalle 1511 ,1�,6000,236,4355159,lasyaquis@gmail.com,s/d,-34.57582000,-60.96490000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,23
58112040,58,58112,,Salas de Teatro,Neuqu�n,Zapala,Zapala,Teatro Pigmeo,Bartolome Mitre 253,P.B.,s/d,2942,572484,jaimezfernando@hotmail.com,s/d,-38.90115000,-70.06005200,Precisa,INT / Relevamiento 2017,Privado,19,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Abasto Social Club,Yatay 666,s/d,s/d,s/d,s/d,valeriacasielles@hotmail.com,s/d,-34.60446876,-58.42899755,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,22
